season,date_code,weekending,region,Influenza_Category,Count
2015-2016,201543,10/25/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201543,10/25/2015,Lower Southern,Influenza_Total,1
2015-2016,201543,10/25/2015,Lower Southern,Influenza_Tested,15
2015-2016,201543,10/25/2015,Northern,Influenza_A,0
2015-2016,201543,10/25/2015,Northern,Influenza_AH3,0
2015-2016,201543,10/25/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201543,10/25/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201543,10/25/2015,Northern,Influenza_B,0
2015-2016,201543,10/25/2015,Northern,Influenza_BVictoria,0
2015-2016,201543,10/25/2015,Northern,Influenza_BYamagata,0
2015-2016,201543,10/25/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201543,10/25/2015,Northern,Influenza_Total,0
2015-2016,201543,10/25/2015,Northern,Influenza_Tested,1
2015-2016,201543,10/25/2015,Upper Southern,Influenza_A,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_AH3,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_B,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_Total,0
2015-2016,201543,10/25/2015,Upper Southern,Influenza_Tested,9
2015-2016,201544,11/1/2015,Bay Area,Influenza_A,1
2015-2016,201544,11/1/2015,Bay Area,Influenza_AH3,1
2015-2016,201544,11/1/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_B,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,Bay Area,Influenza_Total,1
2015-2016,201544,11/1/2015,Bay Area,Influenza_Tested,34
2015-2016,201544,11/1/2015,California,Influenza_A,2
2015-2016,201544,11/1/2015,California,Influenza_AH3,2
2015-2016,201544,11/1/2015,California,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,California,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,California,Influenza_B,0
2015-2016,201544,11/1/2015,California,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,California,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,California,Influenza_Total,2
2015-2016,201544,11/1/2015,California,Influenza_Tested,68
2015-2016,201544,11/1/2015,Central,Influenza_A,0
2015-2016,201544,11/1/2015,Central,Influenza_AH3,0
2015-2016,201544,11/1/2015,Central,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,Central,Influenza_B,0
2015-2016,201544,11/1/2015,Central,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,Central,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,Central,Influenza_Total,0
2015-2016,201544,11/1/2015,Central,Influenza_Tested,1
2015-2016,201544,11/1/2015,Lower Southern,Influenza_A,1
2015-2016,201544,11/1/2015,Lower Southern,Influenza_AH3,1
2015-2016,201544,11/1/2015,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_B,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,Lower Southern,Influenza_Total,1
2015-2016,201544,11/1/2015,Lower Southern,Influenza_Tested,26
2015-2016,201544,11/1/2015,Northern,Influenza_A,0
2015-2016,201544,11/1/2015,Northern,Influenza_AH3,0
2015-2016,201544,11/1/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,Northern,Influenza_B,0
2015-2016,201544,11/1/2015,Northern,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,Northern,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,Northern,Influenza_Total,0
2015-2016,201544,11/1/2015,Northern,Influenza_Tested,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_A,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_AH3,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_B,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_Total,0
2015-2016,201544,11/1/2015,Upper Southern,Influenza_Tested,7
2015-2016,201545,11/8/2015,Bay Area,Influenza_A,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_AH3,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_B,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_Total,0
2015-2016,201545,11/8/2015,Bay Area,Influenza_Tested,40
2015-2016,201545,11/8/2015,California,Influenza_A,2
2015-2016,201545,11/8/2015,California,Influenza_AH3,2
2015-2016,201545,11/8/2015,California,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,California,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,California,Influenza_B,2
2015-2016,201545,11/8/2015,California,Influenza_BVictoria,2
2015-2016,201545,11/8/2015,California,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,California,Influenza_Total,4
2015-2016,201545,11/8/2015,California,Influenza_Tested,85
2015-2016,201545,11/8/2015,Central,Influenza_A,0
2015-2016,201545,11/8/2015,Central,Influenza_AH3,0
2015-2016,201545,11/8/2015,Central,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,Central,Influenza_B,0
2015-2016,201545,11/8/2015,Central,Influenza_BVictoria,0
2015-2016,201545,11/8/2015,Central,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,Central,Influenza_Total,0
2015-2016,201545,11/8/2015,Central,Influenza_Tested,1
2015-2016,201545,11/8/2015,Lower Southern,Influenza_A,2
2015-2016,201545,11/8/2015,Lower Southern,Influenza_AH3,2
2015-2016,201545,11/8/2015,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,Lower Southern,Influenza_B,2
2015-2016,201545,11/8/2015,Lower Southern,Influenza_BVictoria,2
2015-2016,201545,11/8/2015,Lower Southern,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,Lower Southern,Influenza_Total,4
2015-2016,201545,11/8/2015,Lower Southern,Influenza_Tested,37
2015-2016,201545,11/8/2015,Northern,Influenza_A,0
2015-2016,201545,11/8/2015,Northern,Influenza_AH3,0
2015-2016,201545,11/8/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,Northern,Influenza_B,0
2015-2016,201545,11/8/2015,Northern,Influenza_BVictoria,0
2015-2016,201545,11/8/2015,Northern,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,Northern,Influenza_Total,0
2015-2016,201545,11/8/2015,Northern,Influenza_Tested,2
2015-2016,201545,11/8/2015,Upper Southern,Influenza_A,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_AH3,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_B,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_Total,0
2015-2016,201545,11/8/2015,Upper Southern,Influenza_Tested,5
2015-2016,201546,11/15/2015,Bay Area,Influenza_A,1
2015-2016,201546,11/15/2015,Bay Area,Influenza_AH3,1
2015-2016,201546,11/15/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_B,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,Bay Area,Influenza_Total,1
2015-2016,201546,11/15/2015,Bay Area,Influenza_Tested,36
2015-2016,201546,11/15/2015,California,Influenza_A,5
2015-2016,201546,11/15/2015,California,Influenza_AH3,5
2015-2016,201546,11/15/2015,California,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,California,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,California,Influenza_B,3
2015-2016,201546,11/15/2015,California,Influenza_BVictoria,1
2015-2016,201546,11/15/2015,California,Influenza_BYamagata,2
2015-2016,201546,11/15/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,California,Influenza_Total,8
2015-2016,201546,11/15/2015,California,Influenza_Tested,99
2015-2016,201546,11/15/2015,Central,Influenza_A,1
2015-2016,201546,11/15/2015,Central,Influenza_AH3,1
2015-2016,201546,11/15/2015,Central,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,Central,Influenza_B,0
2015-2016,201546,11/15/2015,Central,Influenza_BVictoria,0
2015-2016,201546,11/15/2015,Central,Influenza_BYamagata,0
2015-2016,201546,11/15/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,Central,Influenza_Total,1
2015-2016,201546,11/15/2015,Central,Influenza_Tested,6
2015-2016,201546,11/15/2015,Lower Southern,Influenza_A,2
2015-2016,201546,11/15/2015,Lower Southern,Influenza_AH3,2
2015-2016,201546,11/15/2015,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,Lower Southern,Influenza_B,2
2015-2016,201546,11/15/2015,Lower Southern,Influenza_BVictoria,0
2015-2016,201546,11/15/2015,Lower Southern,Influenza_BYamagata,2
2015-2016,201546,11/15/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,Lower Southern,Influenza_Total,4
2015-2016,201546,11/15/2015,Lower Southern,Influenza_Tested,43
2015-2016,201546,11/15/2015,Northern,Influenza_A,0
2015-2016,201546,11/15/2015,Northern,Influenza_AH3,0
2015-2016,201546,11/15/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,Northern,Influenza_B,0
2015-2016,201546,11/15/2015,Northern,Influenza_BVictoria,0
2015-2016,201546,11/15/2015,Northern,Influenza_BYamagata,0
2015-2016,201546,11/15/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,Northern,Influenza_Total,0
2015-2016,201546,11/15/2015,Northern,Influenza_Tested,10
2015-2016,201546,11/15/2015,Upper Southern,Influenza_A,1
2015-2016,201546,11/15/2015,Upper Southern,Influenza_AH3,1
2015-2016,201546,11/15/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201546,11/15/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201546,11/15/2015,Upper Southern,Influenza_B,1
2015-2016,201546,11/15/2015,Upper Southern,Influenza_BVictoria,1
2015-2016,201546,11/15/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201546,11/15/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201546,11/15/2015,Upper Southern,Influenza_Total,2
2015-2016,201546,11/15/2015,Upper Southern,Influenza_Tested,4
2015-2016,201547,11/22/2015,Bay Area,Influenza_A,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_AH3,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_B,1
2015-2016,201547,11/22/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201547,11/22/2015,Bay Area,Influenza_BNotLineageTyped,1
2015-2016,201547,11/22/2015,Bay Area,Influenza_Total,1
2015-2016,201547,11/22/2015,Bay Area,Influenza_Tested,38
2015-2016,201547,11/22/2015,California,Influenza_A,7
2015-2016,201547,11/22/2015,California,Influenza_AH3,4
2015-2016,201547,11/22/2015,California,Influenza_AH1pdm09,3
2015-2016,201547,11/22/2015,California,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,California,Influenza_B,4
2015-2016,201547,11/22/2015,California,Influenza_BVictoria,2
2015-2016,201547,11/22/2015,California,Influenza_BYamagata,1
2015-2016,201547,11/22/2015,California,Influenza_BNotLineageTyped,1
2015-2016,201547,11/22/2015,California,Influenza_Total,11
2015-2016,201547,11/22/2015,California,Influenza_Tested,79
2015-2016,201547,11/22/2015,Central,Influenza_A,0
2015-2016,201547,11/22/2015,Central,Influenza_AH3,0
2015-2016,201547,11/22/2015,Central,Influenza_AH1pdm09,0
2015-2016,201547,11/22/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,Central,Influenza_B,0
2015-2016,201547,11/22/2015,Central,Influenza_BVictoria,0
2015-2016,201547,11/22/2015,Central,Influenza_BYamagata,0
2015-2016,201547,11/22/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201547,11/22/2015,Central,Influenza_Total,0
2015-2016,201547,11/22/2015,Central,Influenza_Tested,2
2015-2016,201547,11/22/2015,Lower Southern,Influenza_A,6
2015-2016,201547,11/22/2015,Lower Southern,Influenza_AH3,4
2015-2016,201547,11/22/2015,Lower Southern,Influenza_AH1pdm09,2
2015-2016,201547,11/22/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,Lower Southern,Influenza_B,3
2015-2016,201547,11/22/2015,Lower Southern,Influenza_BVictoria,2
2015-2016,201547,11/22/2015,Lower Southern,Influenza_BYamagata,1
2015-2016,201547,11/22/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201547,11/22/2015,Lower Southern,Influenza_Total,9
2015-2016,201547,11/22/2015,Lower Southern,Influenza_Tested,35
2015-2016,201547,11/22/2015,Northern,Influenza_A,0
2015-2016,201547,11/22/2015,Northern,Influenza_AH3,0
2015-2016,201547,11/22/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201547,11/22/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,Northern,Influenza_B,0
2015-2016,201547,11/22/2015,Northern,Influenza_BVictoria,0
2015-2016,201547,11/22/2015,Northern,Influenza_BYamagata,0
2015-2016,201547,11/22/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201547,11/22/2015,Northern,Influenza_Total,0
2015-2016,201547,11/22/2015,Northern,Influenza_Tested,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_A,1
2015-2016,201547,11/22/2015,Upper Southern,Influenza_AH3,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_AH1pdm09,1
2015-2016,201547,11/22/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_B,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201547,11/22/2015,Upper Southern,Influenza_Total,1
2015-2016,201547,11/22/2015,Upper Southern,Influenza_Tested,4
2015-2016,201548,11/29/2015,Bay Area,Influenza_A,0
2015-2016,201548,11/29/2015,Bay Area,Influenza_AH3,0
2015-2016,201548,11/29/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201548,11/29/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,Bay Area,Influenza_B,2
2015-2016,201548,11/29/2015,Bay Area,Influenza_BVictoria,1
2015-2016,201548,11/29/2015,Bay Area,Influenza_BYamagata,1
2015-2016,201548,11/29/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,Bay Area,Influenza_Total,2
2015-2016,201548,11/29/2015,Bay Area,Influenza_Tested,64
2015-2016,201548,11/29/2015,California,Influenza_A,4
2015-2016,201548,11/29/2015,California,Influenza_AH3,2
2015-2016,201548,11/29/2015,California,Influenza_AH1pdm09,2
2015-2016,201548,11/29/2015,California,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,California,Influenza_B,7
2015-2016,201548,11/29/2015,California,Influenza_BVictoria,2
2015-2016,201548,11/29/2015,California,Influenza_BYamagata,5
2015-2016,201548,11/29/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,California,Influenza_Total,11
2015-2016,201548,11/29/2015,California,Influenza_Tested,114
2015-2016,201548,11/29/2015,Central,Influenza_A,0
2015-2016,201548,11/29/2015,Central,Influenza_AH3,0
2015-2016,201548,11/29/2015,Central,Influenza_AH1pdm09,0
2015-2016,201548,11/29/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,Central,Influenza_B,0
2015-2016,201548,11/29/2015,Central,Influenza_BVictoria,0
2015-2016,201548,11/29/2015,Central,Influenza_BYamagata,0
2015-2016,201548,11/29/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,Central,Influenza_Total,0
2015-2016,201548,11/29/2015,Central,Influenza_Tested,0
2015-2016,201548,11/29/2015,Lower Southern,Influenza_A,3
2015-2016,201548,11/29/2015,Lower Southern,Influenza_AH3,2
2015-2016,201548,11/29/2015,Lower Southern,Influenza_AH1pdm09,1
2015-2016,201548,11/29/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,Lower Southern,Influenza_B,4
2015-2016,201548,11/29/2015,Lower Southern,Influenza_BVictoria,1
2015-2016,201548,11/29/2015,Lower Southern,Influenza_BYamagata,3
2015-2016,201548,11/29/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,Lower Southern,Influenza_Total,7
2015-2016,201548,11/29/2015,Lower Southern,Influenza_Tested,39
2015-2016,201548,11/29/2015,Northern,Influenza_A,0
2015-2016,201548,11/29/2015,Northern,Influenza_AH3,0
2015-2016,201548,11/29/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201548,11/29/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,Northern,Influenza_B,0
2015-2016,201548,11/29/2015,Northern,Influenza_BVictoria,0
2015-2016,201548,11/29/2015,Northern,Influenza_BYamagata,0
2015-2016,201548,11/29/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,Northern,Influenza_Total,0
2015-2016,201548,11/29/2015,Northern,Influenza_Tested,0
2015-2016,201548,11/29/2015,Upper Southern,Influenza_A,1
2015-2016,201548,11/29/2015,Upper Southern,Influenza_AH3,0
2015-2016,201548,11/29/2015,Upper Southern,Influenza_AH1pdm09,1
2015-2016,201548,11/29/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201548,11/29/2015,Upper Southern,Influenza_B,1
2015-2016,201548,11/29/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201548,11/29/2015,Upper Southern,Influenza_BYamagata,1
2015-2016,201548,11/29/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201548,11/29/2015,Upper Southern,Influenza_Total,2
2015-2016,201548,11/29/2015,Upper Southern,Influenza_Tested,11
2015-2016,201549,12/6/2015,Bay Area,Influenza_A,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_AH3,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_B,1
2015-2016,201549,12/6/2015,Bay Area,Influenza_BVictoria,1
2015-2016,201549,12/6/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,Bay Area,Influenza_Total,1
2015-2016,201549,12/6/2015,Bay Area,Influenza_Tested,72
2015-2016,201549,12/6/2015,California,Influenza_A,8
2015-2016,201549,12/6/2015,California,Influenza_AH3,6
2015-2016,201549,12/6/2015,California,Influenza_AH1pdm09,1
2015-2016,201549,12/6/2015,California,Influenza_ANotSubtyped,1
2015-2016,201549,12/6/2015,California,Influenza_B,2
2015-2016,201549,12/6/2015,California,Influenza_BVictoria,1
2015-2016,201549,12/6/2015,California,Influenza_BYamagata,1
2015-2016,201549,12/6/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,California,Influenza_Total,10
2015-2016,201549,12/6/2015,California,Influenza_Tested,145
2015-2016,201549,12/6/2015,Central,Influenza_A,0
2015-2016,201549,12/6/2015,Central,Influenza_AH3,0
2015-2016,201549,12/6/2015,Central,Influenza_AH1pdm09,0
2015-2016,201549,12/6/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201549,12/6/2015,Central,Influenza_B,0
2015-2016,201549,12/6/2015,Central,Influenza_BVictoria,0
2015-2016,201549,12/6/2015,Central,Influenza_BYamagata,0
2015-2016,201549,12/6/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,Central,Influenza_Total,0
2015-2016,201549,12/6/2015,Central,Influenza_Tested,6
2015-2016,201549,12/6/2015,Lower Southern,Influenza_A,6
2015-2016,201549,12/6/2015,Lower Southern,Influenza_AH3,5
2015-2016,201549,12/6/2015,Lower Southern,Influenza_AH1pdm09,1
2015-2016,201549,12/6/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201549,12/6/2015,Lower Southern,Influenza_B,1
2015-2016,201549,12/6/2015,Lower Southern,Influenza_BVictoria,0
2015-2016,201549,12/6/2015,Lower Southern,Influenza_BYamagata,1
2015-2016,201549,12/6/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,Lower Southern,Influenza_Total,7
2015-2016,201549,12/6/2015,Lower Southern,Influenza_Tested,61
2015-2016,201549,12/6/2015,Northern,Influenza_A,0
2015-2016,201549,12/6/2015,Northern,Influenza_AH3,0
2015-2016,201549,12/6/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201549,12/6/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201549,12/6/2015,Northern,Influenza_B,0
2015-2016,201549,12/6/2015,Northern,Influenza_BVictoria,0
2015-2016,201549,12/6/2015,Northern,Influenza_BYamagata,0
2015-2016,201549,12/6/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,Northern,Influenza_Total,0
2015-2016,201549,12/6/2015,Northern,Influenza_Tested,2
2015-2016,201549,12/6/2015,Upper Southern,Influenza_A,2
2015-2016,201549,12/6/2015,Upper Southern,Influenza_AH3,1
2015-2016,201549,12/6/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201549,12/6/2015,Upper Southern,Influenza_ANotSubtyped,1
2015-2016,201549,12/6/2015,Upper Southern,Influenza_B,0
2015-2016,201549,12/6/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201549,12/6/2015,Upper Southern,Influenza_BYamagata,0
2015-2016,201549,12/6/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201549,12/6/2015,Upper Southern,Influenza_Total,2
2015-2016,201549,12/6/2015,Upper Southern,Influenza_Tested,4
2015-2016,201550,12/13/2015,Bay Area,Influenza_A,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_AH3,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_AH1pdm09,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_B,1
2015-2016,201550,12/13/2015,Bay Area,Influenza_BVictoria,1
2015-2016,201550,12/13/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,Bay Area,Influenza_Total,1
2015-2016,201550,12/13/2015,Bay Area,Influenza_Tested,62
2015-2016,201550,12/13/2015,California,Influenza_A,7
2015-2016,201550,12/13/2015,California,Influenza_AH3,5
2015-2016,201550,12/13/2015,California,Influenza_AH1pdm09,2
2015-2016,201550,12/13/2015,California,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,California,Influenza_B,10
2015-2016,201550,12/13/2015,California,Influenza_BVictoria,3
2015-2016,201550,12/13/2015,California,Influenza_BYamagata,7
2015-2016,201550,12/13/2015,California,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,California,Influenza_Total,17
2015-2016,201550,12/13/2015,California,Influenza_Tested,132
2015-2016,201550,12/13/2015,Central,Influenza_A,0
2015-2016,201550,12/13/2015,Central,Influenza_AH3,0
2015-2016,201550,12/13/2015,Central,Influenza_AH1pdm09,0
2015-2016,201550,12/13/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,Central,Influenza_B,0
2015-2016,201550,12/13/2015,Central,Influenza_BVictoria,0
2015-2016,201550,12/13/2015,Central,Influenza_BYamagata,0
2015-2016,201550,12/13/2015,Central,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,Central,Influenza_Total,0
2015-2016,201550,12/13/2015,Central,Influenza_Tested,4
2015-2016,201550,12/13/2015,Lower Southern,Influenza_A,6
2015-2016,201550,12/13/2015,Lower Southern,Influenza_AH3,4
2015-2016,201550,12/13/2015,Lower Southern,Influenza_AH1pdm09,2
2015-2016,201550,12/13/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,Lower Southern,Influenza_B,8
2015-2016,201550,12/13/2015,Lower Southern,Influenza_BVictoria,2
2015-2016,201550,12/13/2015,Lower Southern,Influenza_BYamagata,6
